1807,0.592633699,-1.984234579,2.066481712,2.263876936,1.231236694,0.931218678,-0.505211353,1,0.9218936054462452,0.997804417296478,1
521,0.278973901,0.132543541,-2.752369886,-0.10685271,-0.791002965,1.267545714,-0.876620761,0,0.5050824851618206,0.37713198608124593,1
3508,-2.748699712,-2.852489657,-1.3900673,0.308634436,2.55681627,2.297282447,3.419852669,0,0.36195954873795855,0.36985095890602554,1
2667,-1.607016245,0.822575492,-1.386923069,2.663837916,-3.312647809,-1.64507612,-0.211490845,1,0.7903627982267348,0.9120312504241275,1
1386,0.53656393,-6.00074762,3.597461533,3.960714746,2.367716969,3.02843654,2.34552157,1,0.6195194616751553,0.5109637718741542,1
3947,-1.116261444,-2.815720736,-4.858054739,-0.039825062,4.50497842,6.102587005,0.503799062,0,-0.14669530517480395,-0.7735086311498767,1
2263,-1.931908109,-0.437187157,1.250087873,3.061267222,-1.362074349,0.693815533,-0.247436221,0,0.03970600463764573,-0.5428441547068374,1
3426,2.653472286,-5.239829795,-3.238597147,1.152480823,1.795874561,0.962852202,-1.55746322,1,-0.08813758963370144,-0.8543167395264087,1
234,-1.50483579,-0.60984849,-1.535147411,1.821917704,-1.006640427,2.052719703,0.53068575,0,-0.057376674574648845,-0.5083367068070572,1
1212,-1.973276897,-3.830499332,5.612644416,2.101756234,2.53470734,0.223946461,1.643451555,1,-0.3311341687385807,-0.5452638384436206,1
382,-1.390267541,-1.577905177,0.559460349,2.620815689,3.360118267,0.044143092,-2.586663686,1,0.029163405451677116,-0.7627249479297095,1
881,1.868966632,-2.573740286,0.690511287,3.867121841,1.327659942,1.919372796,0.298371281,1,-0.22237646164827357,-0.8073507004861037,1
2240,-2.888477189,-2.467959017,2.064439511,1.249091416,2.647103634,0.73238027,-1.341537581,1,-0.23122346199253063,-0.7047724761617765,1
604,0.034818167,-0.930391912,-1.971992909,1.381197268,-1.217503209,-0.276925841,0.603642425,1,0.02424989030874375,-0.7095342597780908,1
3761,2.932476411,-7.149847675,0.191302647,2.179602275,2.821643283,-1.210613461,1.454755859,1,0.017833988575434334,-0.9141155771554429,1
